Model,Resampler,Accuracy,Precision,Recall,F1 Score,AUC-ROC
Random Forest with PCA,SMOTE,0.4651162790697674,0.6060606060606061,0.4651162790697674,0.5263157894736842,0.8062015503875969
Voting Classifier with PCA,SMOTE,0.7674418604651163,0.6226415094339622,0.7674418604651163,0.6875,
AdaBoost,Baseline,0.3255813953488372,0.6363636363636364,0.3255813953488372,0.4307692307692308,0.7251204693065159
SVM,Baseline,0.3488372093023256,0.7142857142857143,0.3488372093023256,0.46875,0.816781898177247
LDA,Baseline,0.5581395348837209,0.5454545454545454,0.5581395348837209,0.5517241379310344,
Random Forest,Baseline,0.1627906976744186,0.5384615384615384,0.1627906976744186,0.25,0.6968363712549759
Voting Classifier,Baseline,0.3720930232558139,0.64,0.3720930232558139,0.4705882352941177,
AdaBoost with PCA,Baseline,0.4883720930232558,0.5675675675675675,0.4883720930232558,0.525,0.7844123192960403
SVM with PCA,Baseline,0.5116279069767442,0.6285714285714286,0.5116279069767442,0.5641025641025641,0.849989524408129
LDA with PCA,Baseline,0.5348837209302325,0.71875,0.5348837209302325,0.6133333333333333,
Random Forest with PCA,Baseline,0.1162790697674418,0.8333333333333334,0.1162790697674418,0.2040816326530612,0.7370626440393883
Voting Classifier with PCA,Baseline,0.4883720930232558,0.75,0.4883720930232558,0.5915492957746479,
ElasticNet,RandomUndersampling,0.7083524318818437,0.3853479853479853,0.0511627906976744,0.0873096339368309,0.5074982127086926
LDA,RandomUndersampling,0.6458025634496223,0.4188127785895846,0.6697674418604652,0.5147041339269574,0.6531477353967787
ExtraTrees,RandomUndersampling,0.6823274764451236,0.4588128649931804,0.7069767441860466,0.555647021107669,0.689835569199714
QDA,RandomUndersampling,0.574212715389186,0.320014213629374,0.4465116279069767,0.3640930554492402,0.5351907144959838
GBM,RandomUndersampling,0.6614803497156438,0.4351345906460199,0.6790697674418603,0.5299707270596884,0.6668404895075486
ElasticNet,ROS,0.5182667006196418,0.2286145050125313,0.5069767441860465,0.2714731223129879,0.5147903612431136
LDA,ROS,0.665334012392836,0.4226290112004397,0.5209302325581395,0.4652045808247745,0.6212246099499558
ExtraTrees,ROS,0.7526016467192937,0.7065656565656566,0.2093023255813953,0.3192602743331059,0.586567980150553
QDA,ROS,0.7200492318139377,0.0,0.0,0.0,0.5
GBM,ROS,0.7448349036584331,0.5639869281045751,0.4232558139534883,0.4820508986418471,0.6465284494722234
ElasticNet,SMOTE,0.5938035820388762,0.2549618320610687,0.3302325581395349,0.200029493526774,0.5132175448925523
LDA,SMOTE,0.6627366097954334,0.4205305351258149,0.5302325581395348,0.4683002553772318,0.6222591362126246
ExtraTrees,SMOTE,0.7604362957304133,0.6276438923395445,0.3813953488372094,0.4707785290002158,0.6445855586862357
QDA,SMOTE,0.7200492318139377,0.0,0.0,0.0,0.5
GBM,SMOTE,0.7656650539003479,0.5912467039560745,0.5255813953488373,0.5536382101737907,0.6922662853778543
ElasticNet,Baseline,0.7187505305152364,0.0666666666666666,0.0046511627906976,0.008695652173913,0.5005172631313344
LDA,Baseline,0.6679314149902384,0.4189000531632111,0.4744186046511628,0.4440374923556236,0.6088187055805543
ExtraTrees,Baseline,0.7578134284016637,0.6929824561403508,0.2465116279069767,0.361100175268627,0.6015559947853147
QDA,Baseline,0.4193786605551312,0.2901660848338013,0.7348837209302326,0.4111335910510993,0.5157239581143026
GBM,Baseline,0.7656226126814362,0.6646809331019858,0.3395348837209302,0.4437308682907594,0.6354093948441902
